Time,Position,Symbol,Type,Volume,Price,S / L,T / P,Time,Price,Commission,Swap,Profit,
2025.08.27 17:49:39,494769,XAUUSD,buy,0.3,3383.27,,,2025.08.27 17:50:33,3383.48,-1.8,0,6.3,
2025.08.27 17:49:39,494770,XAUUSD,buy,0.3,3383.3,,,2025.08.27 17:50:33,3383.48,-1.8,0,5.4,
2025.08.27 17:49:39,494771,XAUUSD,buy,0.3,3383.26,,,2025.08.27 17:50:33,3383.48,-1.8,0,6.6,
2025.08.27 17:49:39,494773,XAUUSD,buy,0.3,3383.26,,,2025.08.27 17:50:33,3383.48,-1.8,0,6.6,
2025.08.27 17:49:39,494774,XAUUSD,buy,0.3,3383.31,,,2025.08.27 17:50:33,3383.48,-1.8,0,5.1,
2025.08.27 17:49:40,494775,XAUUSD,buy,0.3,3383.31,,,2025.08.27 17:50:33,3383.48,-1.8,0,5.1,
2025.08.27 17:49:40,494776,XAUUSD,buy,0.3,3383.31,,,2025.08.27 17:50:33,3383.48,-1.8,0,5.1,
2025.08.27 17:49:40,494777,XAUUSD,buy,0.3,3383.31,,,2025.08.27 17:50:34,3383.48,-1.8,0,5.1,
2025.08.27 17:49:41,494778,XAUUSD,buy,0.3,3383.35,,,2025.08.27 17:50:34,3383.48,-1.8,0,3.9,
2025.08.27 17:49:41,494779,XAUUSD,buy,0.3,3383.35,,,2025.08.27 17:50:34,3383.48,-1.8,0,3.9,
2025.08.27 17:49:41,494780,XAUUSD,buy,0.3,3383.35,,,2025.08.27 17:50:34,3383.48,-1.8,0,3.9,
2025.08.27 17:49:41,494781,XAUUSD,buy,0.3,3383.35,,,2025.08.27 17:50:34,3383.48,-1.8,0,3.9,
2025.08.27 17:49:41,494782,XAUUSD,buy,0.3,3383.35,,,2025.08.27 17:50:34,3383.48,-1.8,0,3.9,
2025.08.27 17:49:41,494783,XAUUSD,buy,0.3,3383.35,,,2025.08.27 17:50:34,3383.48,-1.8,0,3.9,
2025.08.27 17:49:42,494784,XAUUSD,buy,0.3,3383.35,,,2025.08.27 17:50:34,3383.48,-1.8,0,3.9,
2025.08.27 17:49:42,494785,XAUUSD,buy,0.3,3383.35,,,2025.08.27 17:50:34,3383.48,-1.8,0,3.9,
2025.08.27 17:49:42,494786,XAUUSD,buy,0.3,3383.35,,,2025.08.27 17:50:34,3383.48,-1.8,0,3.9,
2025.08.27 17:49:46,494787,XAUUSD,buy,0.3,3383.5,,,2025.08.27 17:50:55,3383.88,-1.8,0,11.4,
